Boston Celtics,BOS,PF,67.2,66.1,62.3,30.8,18.4,4.4,1.6,2.4,2.2,50.0,71.0,5.2,22
Denver Nuggets,DEN,PF,70.9,65.8,81.1,33.6,15.0,4.0,2.4,2.6,3.6,50.0,80.0,5.2,23
San Antonio Spurs,SAS,PF,70.2,64.4,71.9,32.4,13.8,5.6,1.4,2.2,2.0,49.0,57.0,2.2,24
Indiana Pacers,IND,PF,87.3,61.8,86.1,29.0,15.0,4.0,2.2,2.0,4.2,49.0,87.0,2.0,25
Portland Trail Blazers,POR,PF,58.9,60.2,58.7,27.8,16.8,3.4,2.2,1.8,3.4,41.0,81.0,4.0,26
Memphis Grizzlies,MEM,PF,68.8,57.1,61.3,23.0,16.8,3.8,3.8,0.8,1.2,49.0,61.0,4.2,27
Detroit Pistons,DET,PF,65.9,56.9,63.9,27.4,12.8,3.8,2.6,2.0,1.4,50.0,72.0,3.4,28
Miami Heat,MIA,PF,69.7,54.9,65.3,29.0,12.8,3.0,1.4,2.0,3.8,47.0,83.0,3.4,29
Washington Wizards,WAS,PF,73.1,49.1,70.3,23.2,14.4,3.4,1.4,1.2,2.0,37.0,57.0,4.8,30
New Orleans Pelicans,NOP,C,69.3,78.8,68.1,38.0,19.8,6.4,1.8,2.2,2.4,59.0,57.0,4.2,1
Philadelphia 76ers,PHI,C,72.1,78.3,70.6,33.4,19.8,5.8,3.0,3.8,1.4,46.0,74.0,5.6,2
Cleveland Cavaliers,CLE,C,59.7,77.8,64.6,34.4,23.2,3.8,2.0,3.0,1.4,53.0,62.0,5.0,3
Toronto Raptors,TOR,C,66.0,77.6,68.0,34.2,21.2,4.8,3.0,2.8,2.4,44.0,75.0,5.0,4
Orlando Magic,ORL,C,70.3,75.9,70.2,29.8,21.8,7.8,2.6,2.0,1.4,56.0,68.0,5.2,5
Sacramento Kings,SAC,C,74.3,74.3,69.1,33.4,22.6,4.8,1.6,1.6,2.0,55.0,78.0,4.4,6
Phoenix Suns,PHX,C,68.8,73.9,71.0,32.2,20.8,3.6,1.0,4.0,3.0,48.0,69.0,2.4,7
Oklahoma City Thunder,OKC,C,67.8,70.4,61.3,32.6,17.2,6.2,2.0,2.4,1.0,48.0,79.0,4.2,8
Los Angeles Clippers,LAC,C,67.1,68.3,71.3,35.2,14.8,6.0,2.0,1.6,2.6,53.0,76.0,5.0,9
Charlotte Hornets,CHA,C,55.7,67.9,59.3,30.8,18.2,3.6,2.0,3.4,1.4,52.0,79.0,4.8,10
Los Angeles Lakers,LAL,C,70.1,66.3,65.8,27.0,20.0,3.8,0.8,4.0,1.6,52.0,55.0,3.2,11
Golden State Warriors,GSW,C,68.8,66.2,64.2,30.8,19.8,3.4,2.2,1.6,1.2,47.0,89.0,5.4,12
Atlanta Hawks,ATL,C,67.5,65.9,70.1,25.4,17.8,8.2,1.6,2.4,0.8,51.0,64.0,6.4,13
Brooklyn Nets,BKN,C,71.4,65.6,76.8,29.8,16.2,3.8,2.2,3.2,1.4,49.0,59.0,3.8,14
Indiana Pacers,IND,C,70.4,63.5,78.5,23.4,19.4,4.2,1.0,4.2,0.8,54.0,67.0,4.0,15
Utah Jazz,UTA,C,64.6,63.4,66.0,28.8,18.0,2.6,2.2,2.6,1.8,54.0,74.0,4.0,16
Minnesota Timberwolves,MIN,C,66.3,62.7,66.3,25.0,18.2,5.8,0.4,3.4,1.2,51.0,86.0,3.4,17
Portland Trail Blazers,POR,C,51.5,61.5,57.5,26.6,17.4,4.0,1.8,2.6,2.6,45.0,49.0,4.6,18
Milwaukee Bucks,MIL,C,65.5,59.8,63.7,25.6,16.8,5.0,1.0,2.2,0.6,49.0,77.0,3.8,19
Houston Rockets,HOU,C,64.7,59.8,65.4,26.6,16.4,4.0,1.4,2.6,1.0,50.0,70.0,3.2,20
Memphis Grizzlies,MEM,C,66.3,58.2,63.7,22.8,16.8,4.8,2.2,2.4,1.2,57.0,51.0,4.0,21
Boston Celtics,BOS,C,48.2,57.6,54.7,21.6,17.2,4.2,1.6,3.8,1.0,47.0,78.0,5.8,22
Washington Wizards,WAS,C,58.4,54.3,55.0,24.6,18.4,1.2,1.4,1.8,0.6,51.0,75.0,4.2,23
Denver Nuggets,DEN,C,64.4,54.3,63.5,28.8,14.6,2.6,1.6,1.2,1.4,49.0,64.0,4.6,24
Chicago Bulls,CHI,C,63.1,52.2,59.0,26.4,14.6,2.8,0.6,1.6,1.8,52.0,73.0,3.4,25
Detroit Pistons,DET,C,60.8,51.4,55.9,23.0,14.4,1.4,1.4,3.0,0.8,54.0,50.0,2.8,26
San Antonio Spurs,SAS,C,60.1,50.8,64.6,22.4,12.6,3.8,1.4,2.4,1.2,62.0,63.0,1.8,27
New York Knicks,NYK,C,60.0,49.7,60.0,21.2,11.8,3.2,2.0,3.4,1.2,43.0,50.0,3.8,28
Dallas Mavericks,DAL,C,75.4,48.0,73.1,22.8,13.8,3.4,0.4,1.2,1.0,58.0,64.0,2.6,29
Miami Heat,MIA,C,61.4,38.1,57.4,13.8,13.6,1.4,0.6,2.6,0.6,36.0,73.0,3.6,30
