"","Date","Opp","position","playerId","playerName","Rk","G","Age","Tm","X.nbsp.","X.nbsp.RP1","GS","MP","FG.x","FGA.x","FG.","X3P.x","X3PA.x","X3P.","FT.x","FTA.x","FT.","ORB.x","DRB.x","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","PTS.x","GmSc","plusMinus.x","DFS","G.","FG.y","FGA.y","FGP","X3P.y","X3PA.y","FT.y","FTA.y","ORB.y","DRB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","PTS.y","GMSC","plusMinus.y"
"1",2017-10-17,"BOS","C","loveke01","Kevin Love",1,1,"29-040","CLE","","W +3",1,28.24,4,9,0.444,1,4,0.25,6,7,0.857,3,8,11,0,0,0,2,2,15,11.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2017-10-17,"BOS","C","thomptr01","Tristan Thompson",1,1,"26-218","CLE","","W +3",0,19.36,2,3,0.667,0,0,0,1,3,0.333,1,5,6,2,0,0,2,3,5,3.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2017-10-17,"BOS","PF","greenje02","Jeff Green",1,1,"31-050","CLE","","W +3",0,14.14,3,8,0.375,0,1,0,0,0,0,0,0,0,0,0,0,1,3,6,-0.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2017-10-17,"BOS","PF","jamesle01","LeBron James",1,1,"32-291","CLE","","W +3",1,41.12,12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,3,29,28.2,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2017-10-17,"BOS","PG","rosede01","Derrick Rose",1,1,"29-013","CLE","","W +3",1,31.15,5,14,0.357,1,3,0.333,3,4,0.75,1,3,4,2,0,0,2,2,14,6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2017-10-17,"BOS","SF","crowdja01","Jae Crowder",1,1,"27-103","CLE","","W +3",1,34.44,3,10,0.3,1,5,0.2,4,4,1,1,4,5,2,2,0,1,2,11,8.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2017-10-17,"BOS","SG","smithjr01","J.R. Smith",1,1,"32-038","CLE","","W +3",0,21.55,4,7,0.571,1,3,0.333,1,1,1,0,4,4,1,0,0,0,4,10,7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2017-10-17,"BOS","SG","korveky01","Kyle Korver",1,1,"36-214","CLE","","W +3",0,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.8,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2017-10-17,"BOS","SG","shumpim01","Iman Shumpert",1,1,"27-113","CLE","","W +3",0,12.51,2,3,0.667,0,0,0,0,0,0,1,1,2,0,1,0,1,3,4,2.5,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2017-10-17,"BOS","SG","wadedw01","Dwyane Wade",1,1,"35-273","CLE","","W +3",1,28.3,3,10,0.3,0,1,0,2,2,1,1,1,2,3,0,2,4,1,8,2.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2017-10-17,"CLE","C","baynear01","Aron Baynes",1,1,"30-312","BOS","@","L -3",0,19.06,2,2,1,0,0,0,2,4,0.5,2,3,5,1,0,1,2,5,6,4.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2017-10-17,"CLE","C","horfoal01","Al Horford",1,1,"31-136","BOS","@","L -3",1,32.07,2,7,0.286,0,2,0,5,7,0.714,0,7,7,5,0,1,0,2,9,9.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2017-10-17,"CLE","PF","ojelese01","Semi Ojeleye",1,1,"22-316","BOS","@","L -3",0,8.39,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2017-10-17,"CLE","PG","larkish01","Shane Larkin",1,1,"25-015","BOS","@","L -3",0,4.49,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2017-10-17,"CLE","PG","roziete01","Terry Rozier",1,1,"23-214","BOS","@","L -3",0,19.32,2,6,0.333,1,3,0.333,4,4,1,0,3,3,2,4,0,0,0,9,11.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2017-10-17,"CLE","PG","irvinky01","Kyrie Irving",1,1,"25-208","BOS","@","L -3",1,39.21,8,17,0.471,4,9,0.444,2,2,1,2,2,4,10,3,0,2,4,22,21.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",2017-10-17,"CLE","SF","brownja02","Jaylen Brown",1,1,"20-358","BOS","@","L -3",1,39.36,11,23,0.478,2,9,0.222,1,2,0.5,1,5,6,0,2,0,3,5,25,12.1,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2017-10-17,"CLE","SF","haywago01","Gordon Hayward",1,1,"27-208","BOS","@","L -3",1,5.15,1,2,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2017-10-17,"CLE","SF","tatumja01","Jayson Tatum",1,1,"19-228","BOS","@","L -3",1,36.32,5,12,0.417,1,2,0.5,3,3,1,4,6,10,3,0,0,1,4,14,11.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2017-10-17,"CLE","SG","smartma01","Marcus Smart",1,1,"23-225","BOS","@","L -3",0,35.03,5,16,0.313,0,4,0,2,3,0.667,0,9,9,3,2,2,2,2,12,7.8,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2017-10-17,"GSW","C","capelca01","Clint Capela",1,1,"23-152","HOU","@","W +1",1,18.1,6,10,0.6,0,0,0,0,1,0,1,3,4,0,1,1,2,0,12,8.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2017-10-17,"GSW","PF","mbahalu01","Luc Mbah a Moute",1,1,"31-038","HOU","@","W +1",0,23.23,6,9,0.667,2,3,0.667,0,0,0,2,2,4,0,0,0,2,1,14,9.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2017-10-17,"GSW","PF","anderry01","Ryan Anderson",1,1,"29-164","HOU","@","W +1",1,33.17,5,12,0.417,3,8,0.375,0,0,0,3,5,8,1,1,1,0,3,13,11.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2017-10-17,"GSW","PG","paulch01","Chris Paul",1,1,"32-164","HOU","@","W +1",1,33.04,2,9,0.222,0,4,0,0,0,0,1,7,8,10,2,1,1,4,4,8.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2017-10-17,"GSW","SF","arizatr01","Trevor Ariza",1,1,"32-109","HOU","@","W +1",1,37.39,3,9,0.333,2,5,0.4,0,0,0,1,5,6,5,2,0,1,2,8,8.8,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2017-10-17,"GSW","SF","tuckepj01","P.J. Tucker",1,1,"32-165","HOU","@","W +1",0,28.4,6,9,0.667,4,6,0.667,4,6,0.667,1,5,6,0,1,0,1,3,20,16.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2017-10-17,"GSW","SG","hardeja01","James Harden",1,1,"28-052","HOU","@","W +1",1,36.24,10,23,0.435,4,9,0.444,3,4,0.75,1,5,6,11,1,0,3,2,27,21.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2017-10-17,"GSW","SG","gordoer01","Eric Gordon",1,1,"28-296","HOU","@","W +1",0,29.23,9,16,0.563,0,6,0,6,8,0.75,0,1,1,1,1,2,2,1,24,16.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2017-10-17,"HOU","C","looneke01","Kevon Looney",1,1,"21-253","GSW","","L -1",0,7.46,0,0,0,0,0,0,1,2,0.5,0,2,2,0,1,0,0,2,1,1.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2017-10-17,"HOU","C","belljo01","Jordan Bell",1,1,"22-283","GSW","","L -1",0,11.46,4,5,0.8,0,0,0,0,0,0,0,1,1,1,0,0,1,4,8,4.5,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2017-10-17,"HOU","C","pachuza01","Zaza Pachulia",1,1,"33-249","GSW","","L -1",1,10.14,2,2,1,0,0,0,2,2,1,0,3,3,0,0,1,0,1,6,6.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2017-10-17,"HOU","C","westda01","David West",1,1,"37-049","GSW","","L -1",0,9.25,2,3,0.667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,3.1,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2017-10-17,"HOU","PF","greendr01","Draymond Green",1,1,"27-227","GSW","","L -1",1,27.39,2,6,0.333,1,2,0.5,4,4,1,1,10,11,13,0,0,2,3,9,15.2,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2017-10-17,"HOU","PG","livinsh01","Shaun Livingston",1,1,"32-036","GSW","","L -1",0,18.33,2,5,0.4,0,0,0,2,2,1,1,0,1,5,0,0,1,2,6,5.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2017-10-17,"HOU","PG","curryst01","Stephen Curry",1,1,"29-217","GSW","","L -1",1,29.33,8,18,0.444,3,9,0.333,3,3,1,0,5,5,4,1,0,2,4,22,14.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2017-10-17,"HOU","SF","duranke01","Kevin Durant",1,1,"29-018","GSW","","L -1",1,37.38,7,15,0.467,2,5,0.4,4,5,0.8,1,4,5,7,0,4,8,4,20,11.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2017-10-17,"HOU","SF","casspom01","Omri Casspi",1,1,"29-117","GSW","","L -1",0,4.28,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,2,2.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2017-10-17,"HOU","SG","youngni01","Nick Young",1,1,"32-138","GSW","","L -1",0,26.1,8,9,0.889,6,7,0.857,1,1,1,1,1,2,0,0,0,1,4,23,18.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2017-10-17,"HOU","SG","mccawpa01","Patrick McCaw",1,1,"21-357","GSW","","L -1",0,18.39,2,3,0.667,0,0,0,0,0,0,1,2,3,1,1,1,0,1,4,6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2017-10-17,"HOU","SG","thompkl01","Klay Thompson",1,1,"27-251","GSW","","L -1",1,38.09,6,14,0.429,4,7,0.571,0,0,0,0,6,6,3,2,2,1,0,16,14.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2017-10-18,"ATL","C","poweldw01","Dwight Powell",1,1,"26-090","DAL","","L -6",0,13.54,2,3,0.667,2,3,0.667,0,0,0,0,0,0,0,1,1,1,2,6,4.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2017-10-18,"ATL","C","noelne01","Nerlens Noel",1,1,"23-191","DAL","","L -6",0,19.34,6,6,1,0,0,0,4,4,1,2,9,11,0,1,3,0,2,16,20.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2017-10-18,"ATL","C","nowitdi01","Dirk Nowitzki",1,1,"39-121","DAL","","L -6",1,24.29,4,14,0.286,2,7,0.286,0,1,0,1,5,6,0,0,0,0,3,10,2.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2017-10-18,"ATL","PF","finnedo01","Dorian Finney-Smith",1,1,"24-167","DAL","","L -6",0,10.53,1,3,0.333,0,2,0,0,0,0,1,2,3,0,0,0,2,2,2,-1.2,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",2017-10-18,"ATL","PF","barneha02","Harrison Barnes",1,1,"25-141","DAL","","L -6",1,38.03,3,13,0.231,0,6,0,8,9,0.889,1,6,7,3,1,0,2,0,14,9.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2017-10-18,"ATL","PG","harride01","Devin Harris",1,1,"34-233","DAL","","L -6",0,16.24,4,9,0.444,1,5,0.2,1,1,1,0,0,0,2,0,0,2,1,10,4.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2017-10-18,"ATL","PG","smithde03","Dennis Smith Jr.",1,1,"19-327","DAL","","L -6",1,29.54,6,12,0.5,1,4,0.25,3,4,0.75,2,1,3,10,0,0,3,2,16,14.5,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2017-10-18,"ATL","PG","bareajo01","J.J. Barea",1,1,"33-114","DAL","","L -6",0,18.06,4,7,0.571,3,5,0.6,2,2,1,0,3,3,5,0,0,0,1,13,13.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2017-10-18,"ATL","SG","ferreyo01","Yogi Ferrell",1,1,"24-162","DAL","","L -6",1,31.36,3,7,0.429,3,4,0.75,0,0,0,0,0,0,2,1,0,0,2,9,6.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2017-10-18,"ATL","SG","matthwe02","Wesley Matthews",1,1,"31-004","DAL","","L -6",1,37.07,5,12,0.417,5,9,0.556,0,0,0,2,6,8,5,1,0,5,4,15,9.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2017-10-18,"BOS","C","makerth01","Thon Maker",1,1,"20-235","MIL","@","W +8",1,13.45,1,4,0.25,0,1,0,0,0,0,2,1,3,0,1,0,1,1,2,0.9,0,"NULL",2,2,4.5,0.643,0,1,3.5,5.5,1,5,6,3,0,1,1,3.5,7.5,6.95,0
"52",2017-10-18,"BOS","C","hensojo01","John Henson",1,1,"26-294","MIL","@","W +8",0,17.13,2,2,1,0,0,0,1,2,0.5,0,6,6,2,0,4,1,2,5,8.2,0,"NULL",2,2,4.5,0.643,0,1,3.5,5.5,1,5,6,3,0,1,1,3.5,7.5,6.95,0
"53",2017-10-18,"BOS","C","monrogr01","Greg Monroe",1,1,"27-136","MIL","@","W +8",0,16.49,4,5,0.8,0,0,0,2,4,0.5,1,5,6,1,0,0,0,3,10,9,0,"NULL",2,2,4.5,0.643,0,1,3.5,5.5,1,5,6,3,0,1,1,3.5,7.5,6.95,0
"54",2017-10-18,"BOS","PF","antetgi01","Giannis Antetokounmpo",1,1,"22-316","MIL","@","W +8",1,36.56,13,22,0.591,0,1,0,11,13,0.846,1,12,13,3,3,0,5,4,37,28.8,0,"NULL",2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8,0
"55",2017-10-18,"BOS","PF","teletmi01","Mirza Teletovic",1,1,"32-030","MIL","@","W +8",0,11.03,0,2,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,-0.1,0,"NULL",2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8,0
"56",2017-10-18,"BOS","PG","brogdma01","Malcolm Brogdon",1,1,"24-311","MIL","@","W +8",1,41.26,6,10,0.6,3,5,0.6,4,4,1,0,1,1,4,0,0,2,2,19,14.7,0,"NULL",2,3.33333333333333,8,0.268,1.66666666666667,4.33333333333333,2,2,0.666666666666667,2,2.66666666666667,4,2.33333333333333,0,0.666666666666667,1.33333333333333,10.3333333333333,11.0666666666667,0
"57",2017-10-18,"BOS","PG","dellama01","Matthew Dellavedova",1,1,"27-040","MIL","@","W +8",0,26.29,4,10,0.4,2,4,0.5,5,5,1,0,1,1,1,0,0,1,2,15,8.8,0,"NULL",2,3.33333333333333,8,0.268,1.66666666666667,4.33333333333333,2,2,0.666666666666667,2,2.66666666666667,4,2.33333333333333,0,0.666666666666667,1.33333333333333,10.3333333333333,11.0666666666667,0
"58",2017-10-18,"BOS","SF","middlkh01","Khris Middleton",1,1,"26-067","MIL","@","W +8",1,43.26,6,17,0.353,1,5,0.2,2,2,1,2,7,9,6,2,0,5,4,15,8.6,0,"NULL",2,5.66666666666667,12.3333333333333,0.465,1,4,1.33333333333333,1.66666666666667,1.66666666666667,4,5.66666666666667,1,0.666666666666667,0,1.33333333333333,3.33333333333333,13.6666666666667,8.23333333333333,0
"59",2017-10-18,"BOS","SG","vaughra01","Rashad Vaughn",1,1,"21-063","MIL","@","W +8",0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NULL",2,5,16,0.313,0,4,2,3,0,9,9,3,2,2,2,2,12,7.8,0
"60",2017-10-18,"BOS","SG","snellto01","Tony Snell",1,1,"25-342","MIL","@","W +8",1,29.29,2,4,0.5,1,3,0.333,0,0,0,0,4,4,1,0,0,0,4,5,3.3,0,"NULL",2,5,16,0.313,0,4,2,3,0,9,9,3,2,2,2,2,12,7.8,0
"61",2017-10-18,"DAL","C","muscami01","Mike Muscala",1,1,"26-109","ATL","@","W +6",0,13.32,2,3,0.667,0,1,0,0,0,0,1,3,4,2,0,0,0,2,4,4.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",2017-10-18,"DAL","C","dedmode01","Dewayne Dedmon",1,1,"28-067","ATL","@","W +6",1,25.36,3,6,0.5,0,0,0,3,4,0.75,2,5,7,1,0,3,4,2,9,6.5,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",2017-10-18,"DAL","PF","collijo01","John Collins",1,1,"20-025","ATL","@","W +6",0,22.24,6,10,0.6,0,0,0,2,3,0.667,3,2,5,1,2,0,1,1,14,13,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",2017-10-18,"DAL","PF","ilyaser01","Ersan Ilyasova",1,1,"30-156","ATL","@","W +6",1,23.47,2,4,0.5,0,1,0,2,2,1,3,3,6,0,1,1,0,5,6,6.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",2017-10-18,"DAL","PG","delanma01","Malcolm Delaney",1,1,"28-221","ATL","@","W +6",0,11.19,2,4,0.5,1,2,0.5,0,0,0,0,1,1,0,0,0,1,1,5,1.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",2017-10-18,"DAL","PG","schrode01","Dennis Schroder",1,1,"24-033","ATL","@","W +6",1,34.17,13,26,0.5,1,3,0.333,1,2,0.5,0,2,2,7,2,0,2,1,28,19.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",2017-10-18,"DAL","SG","bazemke01","Kent Bazemore",1,1,"28-109","ATL","@","W +6",1,26.38,3,7,0.429,1,1,1,0,0,0,1,3,4,3,1,0,1,2,7,6.2,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2017-10-18,"DAL","SG","belinma01","Marco Belinelli",1,1,"31-207","ATL","@","W +6",0,25.42,7,14,0.5,4,6,0.667,2,2,1,0,3,3,3,3,0,1,0,20,18,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",2017-10-18,"DEN","C","udohek01","Ekpe Udoh",1,1,"30-151","UTA","","W +10",0,12.59,0,1,0,0,0,0,2,2,1,1,1,2,0,0,3,1,0,2,3.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",2017-10-18,"DEN","C","goberru01","Rudy Gobert",1,1,"25-114","UTA","","W +10",1,35.01,7,9,0.778,0,0,0,4,4,1,3,7,10,1,0,1,6,4,18,12.5,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",2017-10-18,"DEN","PF","favorde01","Derrick Favors",1,1,"26-095","UTA","","W +10",1,28.27,7,14,0.5,0,1,0,0,0,0,0,4,4,4,1,0,1,4,14,9.4,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",2017-10-18,"DEN","PG","rubiori01","Ricky Rubio",1,1,"26-362","UTA","","W +10",1,31.46,3,9,0.333,1,5,0.2,2,3,0.667,0,5,5,10,2,0,3,1,9,10.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2017-10-18,"DEN","SF","sefolth01","Thabo Sefolosha",1,1,"33-169","UTA","","W +10",0,20.3,3,7,0.429,0,2,0,1,1,1,0,2,2,2,2,0,0,0,7,7.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2017-10-18,"DEN","SF","johnsjo02","Joe Johnson",1,1,"36-111","UTA","","W +10",0,19.33,5,10,0.5,1,4,0.25,2,2,1,2,2,4,1,1,0,1,3,13,9.5,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",2017-10-18,"DEN","SF","inglejo01","Joe Ingles",1,1,"30-016","UTA","","W +10",1,32.38,4,6,0.667,3,5,0.6,0,0,0,0,5,5,6,2,0,0,3,11,14.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",2017-10-18,"DEN","SG","burksal01","Alec Burks",1,1,"26-090","UTA","","W +10",0,15.22,7,10,0.7,2,2,1,0,0,0,0,1,1,0,1,0,0,1,16,12.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",2017-10-18,"DEN","SG","hoodro01","Rodney Hood",1,1,"24-363","UTA","","W +10",0,17.4,2,4,0.5,2,3,0.667,0,0,0,0,2,2,0,0,0,0,1,6,4.2,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2017-10-18,"DEN","SG","mitchdo01","Donovan Mitchell",1,1,"21-041","UTA","","W +10",1,26.04,3,11,0.273,0,2,0,4,4,1,0,1,1,4,0,1,3,1,10,3.9,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2017-10-18,"DET","C","zelleco01","Cody Zeller",1,1,"25-013","CHA","@","L -12",0,23.24,3,5,0.6,0,0,0,2,2,1,1,8,9,0,0,1,2,2,8,6.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",2017-10-18,"DET","C","howardw01","Dwight Howard",1,1,"31-314","CHA","@","L -12",1,31.27,5,9,0.556,0,0,0,0,2,0,1,14,15,1,1,2,3,2,10,9.1,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",2017-10-18,"DET","PF","kaminfr01","Frank Kaminsky",1,1,"24-197","CHA","@","L -12",0,23.12,1,9,0.111,0,5,0,2,2,1,0,4,4,2,0,0,0,0,4,0.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",2017-10-18,"DET","PF","willima02","Marvin Williams",1,1,"31-121","CHA","@","L -12",1,26.39,2,5,0.4,2,4,0.5,1,2,0.5,0,2,2,0,0,0,0,2,7,3.7,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",2017-10-18,"DET","PG","walkeke02","Kemba Walker",1,1,"27-163","CHA","@","L -12",1,35.26,6,13,0.462,1,3,0.333,11,13,0.846,1,5,6,4,0,0,4,1,24,17.1,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",2017-10-18,"DET","SG","lambje01","Jeremy Lamb",1,1,"25-141","CHA","@","L -12",1,28.21,4,10,0.4,0,3,0,7,8,0.875,0,4,4,2,1,0,2,2,15,10,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2017-10-18,"DET","SG","monkma01","Malik Monk",1,1,"19-256","CHA","@","L -12",0,21.28,1,9,0.111,1,6,0.167,0,0,0,0,0,0,1,0,0,3,1,3,-5.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2017-10-18,"DET","SG","grahatr01","Treveon Graham",1,1,"23-354","CHA","@","L -12",0,17.02,2,4,0.5,1,2,0.5,0,0,0,0,2,2,3,0,0,0,1,5,5.3,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",2017-10-18,"DET","SG","bacondw01","Dwayne Bacon",1,1,"22-049","CHA","@","L -12",1,20.27,3,6,0.5,2,4,0.5,0,0,0,0,2,2,2,0,0,2,1,8,4.6,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",2017-10-18,"DET","SG","stoneju01","Julyan Stone",1,1,"28-315","CHA","@","L -12",0,12.34,2,3,0.667,2,3,0.667,0,0,0,0,3,3,1,2,0,1,3,6,6.1,0,"NULL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",2017-10-18,"HOU","C","koufoko01","Kosta Koufos",1,1,"28-236","SAC","","L -5",0,17.33,1,4,0.25,0,0,0,0,0,0,0,6,6,0,0,1,1,3,2,-0.1,0,"NULL",2,6,10,0.6,0,0,0,1,1,3,4,0,1,1,2,0,12,8.3,0
"90",2017-10-18,"HOU","C","caulewi01","Willie Cauley-Stein",1,1,"24-061","SAC","","L -5",1,31.38,10,15,0.667,0,0,0,1,2,0.5,4,6,10,1,0,3,1,1,21,20.1,0,"NULL",2,6,10,0.6,0,0,0,1,1,3,4,0,1,1,2,0,12,8.3,0
"91",2017-10-18,"HOU","PF","labissk01","Skal Labissiere",1,1,"21-214","SAC","","L -5",1,32.46,5,9,0.556,0,0,0,2,2,1,0,10,10,1,0,0,5,1,12,6,0,"NULL",2,5.5,10.5,0.542,2.5,5.5,0,0,2.5,3.5,6,0.5,0.5,0.5,1,2,13.5,10.55,0
"92",2017-10-18,"HOU","PG","foxde01","DeAaron Fox",1,1,"19-302","SAC","","L -5",0,23.36,7,15,0.467,0,2,0,0,0,0,2,2,4,5,0,0,3,2,14,8,0,"NULL",2,2,9,0.222,0,4,0,0,1,7,8,10,2,1,1,4,4,8.4,0
"93",2017-10-18,"HOU","PG","hillge01","George Hill",1,1,"31-167","SAC","","L -5",1,32.35,6,11,0.545,1,2,0.5,3,4,0.75,1,2,3,3,0,0,4,3,16,8.5,0,"NULL",2,2,9,0.222,0,4,0,0,1,7,8,10,2,1,1,4,4,8.4,0
